"Conta","3T2024 (TTM)","2023","2022","2021","2020","2019","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009"
"P/L","5,25","5,16","4,41","4,53","5,51","5,36","
                    
                    5,96
                    
                ","
                    
                    5,68
                    
                ","
                    
                    6,00
                    
                ","
                    
                    2,86
                    
                ","
                    
                    3,48
                    
                ","
                    
                    3,53
                    
                ","
                    
                    6,12
                    
                ","
                    
                    6,43
                    
                ","
                    
                    7,00
                    
                ","
                    
                    5,37
                    
                "
"P/VP","0,74","0,80","0,58","0,68","0,79","0,94","
                    
                    0,93
                    
                ","
                    
                    0,76
                    
                ","
                    
                    0,78
                    
                ","
                    
                    0,30
                    
                ","
                    
                    0,39
                    
                ","
                    
                    0,40
                    
                ","
                    
                    0,85
                    
                ","
                    
                    0,79
                    
                ","
                    
                    0,48
                    
                ","
                    
                    0,36
                    
                "
"P/EBIT","3,33","3,30","2,84","2,84","3,49","3,54","
                    
                    3,88
                    
                ","
                    
                    3,43
                    
                ","
                    
                    3,94
                    
                ","
                    
                    1,79
                    
                ","
                    
                    2,22
                    
                ","
                    
                    2,21
                    
                ","
                    
                    3,59
                    
                ","
                    
                    3,70
                    
                ","
                    
                    3,13
                    
                ","
                    
                    2,40
                    
                "
"PSR","1,16","1,23","0,90","1,02","1,14","1,23","
                    
                    1,28
                    
                ","
                    
                    1,01
                    
                ","
                    
                    1,08
                    
                ","
                    
                    0,42
                    
                ","
                    
                    0,56
                    
                ","
                    
                    0,60
                    
                ","
                    
                    0,97
                    
                ","
                    
                    1,05
                    
                ","
                    
                    0,70
                    
                ","
                    
                    0,53
                    
                "
"P/Ativos","0,39","0,41","0,30","0,36","0,42","0,48","
                    
                    0,49
                    
                ","
                    
                    0,39
                    
                ","
                    
                    0,40
                    
                ","
                    
                    0,15
                    
                ","
                    
                    0,19
                    
                ","
                    
                    0,21
                    
                ","
                    
                    0,33
                    
                ","
                    
                    0,33
                    
                ","
                    
                    0,20
                    
                ","
                    
                    0,15
                    
                "
"LPA","0,99","0,99","0,76","0,78","0,66","0,71","
                    
                    0,59
                    
                ","
                    
                    0,45
                    
                ","
                    
                    0,41
                    
                ","
                    
                    0,29
                    
                ","
                    
                    0,28
                    
                ","
                    
                    0,27
                    
                ","
                    
                    0,22
                    
                ","
                    
                    0,19
                    
                ","
                    
                    0,10
                    
                ","
                    
                    0,09
                    
                "
"VPA","6,99","6,45","5,81","5,18","4,59","4,09","
                    
                    3,78
                    
                ","
                    
                    3,41
                    
                ","
                    
                    3,18
                    
                ","
                    
                    2,77
                    
                ","
                    
                    2,52
                    
                ","
                    
                    2,36
                    
                ","
                    
                    1,61
                    
                ","
                    
                    1,53
                    
                ","
                    
                    1,44
                    
                ","
                    
                    1,35
                    
                "
"EBIT por ação","1,56","1,55","1,18","1,24","1,04","1,08","
                    
                    0,91
                    
                ","
                    
                    0,75
                    
                ","
                    
                    0,63
                    
                ","
                    
                    0,46
                    
                ","
                    
                    0,44
                    
                ","
                    
                    0,43
                    
                ","
                    
                    0,38
                    
                ","
                    
                    0,33
                    
                ","
                    
                    0,22
                    
                ","
                    
                    0,20
                    
                "
"Ativo por ação","13,32","12,44","11,02","9,69","8,73","7,90","
                    
                    7,13
                    
                ","
                    
                    6,70
                    
                ","
                    
                    6,26
                    
                ","
                    
                    5,46
                    
                ","
                    
                    5,00
                    
                ","
                    
                    4,47
                    
                ","
                    
                    4,08
                    
                ","
                    
                    3,68
                    
                ","
                    
                    3,43
                    
                ","
                    
                    3,27
                    
                "
"Receita líquida por ação","4,48","4,16","3,75","3,44","3,18","3,13","
                    
                    2,75
                    
                ","
                    
                    2,56
                    
                ","
                    
                    2,30
                    
                ","
                    
                    1,97
                    
                ","
                    
                    1,73
                    
                ","
                    
                    1,57
                    
                ","
                    
                    1,41
                    
                ","
                    
                    1,15
                    
                ","
                    
                    0,98
                    
                ","
                    
                    0,92
                    
                "
